manifest,subject,content_type,item_id,file_path,lesson,tags,status
runtime-data,biology-1,question,biology-1-chemistry-of-life-0010,content/biology-1/questions/biology-1-chemistry-of-life-0010.json,chemistry-of-life,how|buffers|resist|ph|change,MATCHED
runtime-data,biology-1,question,biology-1-chemistry-of-life-0011,content/biology-1/questions/biology-1-chemistry-of-life-0011.json,chemistry-of-life,functional|groups|solubility,MATCHED
runtime-data,biology-1,question,biology-1-chemistry-of-life-0012,content/biology-1/questions/biology-1-chemistry-of-life-0012.json,chemistry-of-life,heat|vaporization|cooling,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0001,content/biology-1/questions/biology-1-biomolecules-0001.json,biomolecules,condensation|glycosidic|bonds,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0002,content/biology-1/questions/biology-1-biomolecules-0002.json,biomolecules,hydrolysis|breaks|polymers,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0003,content/biology-1/questions/biology-1-biomolecules-0003.json,biomolecules,lipids|are|not|polymers,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0004,content/biology-1/questions/biology-1-biomolecules-0004.json,biomolecules,starch|versus|cellulose,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0005,content/biology-1/questions/biology-1-biomolecules-0005.json,biomolecules,glycogen|branches|speed|release,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0006,content/biology-1/questions/biology-1-biomolecules-0006.json,biomolecules,chitin|exoskeletons,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0007,content/biology-1/questions/biology-1-biomolecules-0007.json,biomolecules,saturated|versus|unsaturated|fats,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0008,content/biology-1/questions/biology-1-biomolecules-0008.json,biomolecules,phospholipid|bilayer|formation,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0009,content/biology-1/questions/biology-1-biomolecules-0009.json,biomolecules,steroids|share|fused|ring|skeleton,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0010,content/biology-1/questions/biology-1-biomolecules-0010.json,biomolecules,waxes|waterproof|surfaces,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0011,content/biology-1/questions/biology-1-biomolecules-0011.json,biomolecules,quaternary|protein|structure,MATCHED
runtime-data,biology-1,question,biology-1-biomolecules-0012,content/biology-1/questions/biology-1-biomolecules-0012.json,biomolecules,dna|versus|rna|differences,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0001,content/biology-1/questions/biology-1-cell-structure-0001.json,cell-structure,prokaryotes|versus|eukaryotes,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0002,content/biology-1/questions/biology-1-cell-structure-0002.json,cell-structure,plasma|membrane|permeability,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0003,content/biology-1/questions/biology-1-cell-structure-0003.json,cell-structure,nuclear|pores|translation,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0004,content/biology-1/questions/biology-1-cell-structure-0004.json,cell-structure,ribosomes|rough|er,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0005,content/biology-1/questions/biology-1-cell-structure-0005.json,cell-structure,secretory|pathway|order,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0006,content/biology-1/questions/biology-1-cell-structure-0006.json,cell-structure,golgi|apparatus|function,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0007,content/biology-1/questions/biology-1-cell-structure-0007.json,cell-structure,lysosomes|digest|bacteria,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0008,content/biology-1/questions/biology-1-cell-structure-0008.json,cell-structure,mitochondria|atp,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0009,content/biology-1/questions/biology-1-cell-structure-0009.json,cell-structure,cytoskeleton|mitosis,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0010,content/biology-1/questions/biology-1-cell-structure-0010.json,cell-structure,microfilaments|contraction,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0011,content/biology-1/questions/biology-1-cell-structure-0011.json,cell-structure,cell|wall|turgor,MATCHED
runtime-data,biology-1,question,biology-1-cell-structure-0012,content/biology-1/questions/biology-1-cell-structure-0012.json,cell-structure,surface|area|volume,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0001,content/biology-1/questions/biology-1-membranes-and-transport-0001.json,membranes-and-transport,fluid|mosaic|model,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0002,content/biology-1/questions/biology-1-membranes-and-transport-0002.json,membranes-and-transport,water|potential|plasmolysis,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0003,content/biology-1/questions/biology-1-membranes-and-transport-0003.json,membranes-and-transport,phospholipid|bilayer|structure,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0004,content/biology-1/questions/biology-1-membranes-and-transport-0004.json,membranes-and-transport,peripheral|versus|integral|proteins,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0005,content/biology-1/questions/biology-1-membranes-and-transport-0005.json,membranes-and-transport,selective|permeability|simple|diffusion,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0006,content/biology-1/questions/biology-1-membranes-and-transport-0006.json,membranes-and-transport,osmosis|tonicity,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0007,content/biology-1/questions/biology-1-membranes-and-transport-0007.json,membranes-and-transport,facilitated|diffusion|saturation,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0008,content/biology-1/questions/biology-1-membranes-and-transport-0008.json,membranes-and-transport,sodium|potassium|pump,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0009,content/biology-1/questions/biology-1-membranes-and-transport-0009.json,membranes-and-transport,cotransport|glucose,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0010,content/biology-1/questions/biology-1-membranes-and-transport-0010.json,membranes-and-transport,exocytosis|large|proteins,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0011,content/biology-1/questions/biology-1-membranes-and-transport-0011.json,membranes-and-transport,membrane|fluidity|cholesterol,MATCHED
runtime-data,biology-1,question,biology-1-membranes-and-transport-0012,content/biology-1/questions/biology-1-membranes-and-transport-0012.json,membranes-and-transport,phagocytosis|bacteria,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0001,content/biology-1/questions/biology-1-cell-signaling-and-communication-0001.json,cell-signaling-and-communication,first|law|thermodynamics,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0002,content/biology-1/questions/biology-1-cell-signaling-and-communication-0002.json,cell-signaling-and-communication,free|energy|spontaneity,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0003,content/biology-1/questions/biology-1-cell-signaling-and-communication-0003.json,cell-signaling-and-communication,atp|structure|hydrolysis,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0004,content/biology-1/questions/biology-1-cell-signaling-and-communication-0004.json,cell-signaling-and-communication,energy|coupling|atp,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0005,content/biology-1/questions/biology-1-cell-signaling-and-communication-0005.json,cell-signaling-and-communication,activation|energy|transition|state,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0006,content/biology-1/questions/biology-1-cell-signaling-and-communication-0006.json,cell-signaling-and-communication,how|enzymes|speed|reactions,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0007,content/biology-1/questions/biology-1-cell-signaling-and-communication-0007.json,cell-signaling-and-communication,temperature|enzyme|activity,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0008,content/biology-1/questions/biology-1-cell-signaling-and-communication-0008.json,cell-signaling-and-communication,substrate|concentration|saturation,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0009,content/biology-1/questions/biology-1-cell-signaling-and-communication-0009.json,cell-signaling-and-communication,competitive|inhibition,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0010,content/biology-1/questions/biology-1-cell-signaling-and-communication-0010.json,cell-signaling-and-communication,noncompetitive|inhibition,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0011,content/biology-1/questions/biology-1-cell-signaling-and-communication-0011.json,cell-signaling-and-communication,allosteric|regulation|feedback|inhibition,MATCHED
runtime-data,biology-1,question,biology-1-cell-signaling-and-communication-0012,content/biology-1/questions/biology-1-cell-signaling-and-communication-0012.json,cell-signaling-and-communication,ph|enzyme|activity,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0001,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0001.json,energy-and-metabolism-basics,redox|roles|glucose|oxygen,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0002,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0002.json,energy-and-metabolism-basics,why|glycolysis|runs|without|mitochondria,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0003,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0003.json,energy-and-metabolism-basics,net|yield|glycolysis,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0004,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0004.json,energy-and-metabolism-basics,pyruvate|oxidation|location|products,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0005,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0005.json,energy-and-metabolism-basics,first|release|carbon|dioxide,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0006,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0006.json,energy-and-metabolism-basics,krebs|cycle|yield|per|glucose,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0007,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0007.json,energy-and-metabolism-basics,electron|transport|chain|proton|pumping,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0008,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0008.json,energy-and-metabolism-basics,chemiosmosis|atp|synthase,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0009,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0009.json,energy-and-metabolism-basics,role|oxygen,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0010,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0010.json,energy-and-metabolism-basics,total|atp|yield|per|glucose,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0011,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0011.json,energy-and-metabolism-basics,lactic|acid|fermentation,MATCHED
runtime-data,biology-1,question,biology-1-energy-and-metabolism-basics-0012,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0012.json,energy-and-metabolism-basics,alcohol|fermentation,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0001,content/biology-1/questions/biology-1-cellular-respiration-0001.json,cellular-respiration,absorption|action|spectra,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0002,content/biology-1/questions/biology-1-cellular-respiration-0002.json,cellular-respiration,accessory|pigments|photoprotection,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0003,content/biology-1/questions/biology-1-cellular-respiration-0003.json,cellular-respiration,light|strikes|photosystem,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0004,content/biology-1/questions/biology-1-cellular-respiration-0004.json,cellular-respiration,source|oxygen|released,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0005,content/biology-1/questions/biology-1-cellular-respiration-0005.json,cellular-respiration,electron|transport|between|photosystems,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0006,content/biology-1/questions/biology-1-cellular-respiration-0006.json,cellular-respiration,photosystem|nadph,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0007,content/biology-1/questions/biology-1-cellular-respiration-0007.json,cellular-respiration,chemiosmosis|atp|synthase,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0008,content/biology-1/questions/biology-1-cellular-respiration-0008.json,cellular-respiration,calvin|cycle|inputs|output,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0009,content/biology-1/questions/biology-1-cellular-respiration-0009.json,cellular-respiration,carbon|fixation|by|rubisco,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0010,content/biology-1/questions/biology-1-cellular-respiration-0010.json,cellular-respiration,photorespiration|c3|plants,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0011,content/biology-1/questions/biology-1-cellular-respiration-0011.json,cellular-respiration,c4|versus|cam|strategies,MATCHED
runtime-data,biology-1,question,biology-1-cellular-respiration-0012,content/biology-1/questions/biology-1-cellular-respiration-0012.json,cellular-respiration,limiting|factors|greenhouse,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0001,content/biology-1/questions/biology-1-photosynthesis-0001.json,photosynthesis,direct|contact|signaling|endocrine,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0002,content/biology-1/questions/biology-1-photosynthesis-0002.json,photosynthesis,three|stages|cell|signaling,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0003,content/biology-1/questions/biology-1-photosynthesis-0003.json,photosynthesis,protein|activation|after|gpcr|binds|its|ligand,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0004,content/biology-1/questions/biology-1-photosynthesis-0004.json,photosynthesis,how|receptor|tyrosine|kinase|starts|cascade,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0005,content/biology-1/questions/biology-1-photosynthesis-0005.json,photosynthesis,kinases|phosphatases|phosphorylation|cascade,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0006,content/biology-1/questions/biology-1-photosynthesis-0006.json,photosynthesis,adenylyl|cyclase|cyclic|amp,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0007,content/biology-1/questions/biology-1-photosynthesis-0007.json,photosynthesis,ip3|dag|phospholipase,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0008,content/biology-1/questions/biology-1-photosynthesis-0008.json,photosynthesis,why|one|signal|molecule|produces|huge|effect,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0009,content/biology-1/questions/biology-1-photosynthesis-0009.json,photosynthesis,mechanisms|signal|termination,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0010,content/biology-1/questions/biology-1-photosynthesis-0010.json,photosynthesis,apoptosis|tadpole|tail|resorption,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0011,content/biology-1/questions/biology-1-photosynthesis-0011.json,photosynthesis,intracellular|receptors|steroid|hormones,MATCHED
runtime-data,biology-1,question,biology-1-photosynthesis-0012,content/biology-1/questions/biology-1-photosynthesis-0012.json,photosynthesis,ligand|gated|ion|channels|at|synapse,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0001,content/biology-1/questions/biology-1-cell-cycle-and-division-0001.json,cell-cycle-and-division,dna|replication|phase,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0002,content/biology-1/questions/biology-1-cell-cycle-and-division-0002.json,cell-cycle-and-division,order|mitosis|stages,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0003,content/biology-1/questions/biology-1-cell-cycle-and-division-0003.json,cell-cycle-and-division,anaphase|identification,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0004,content/biology-1/questions/biology-1-cell-cycle-and-division-0004.json,cell-cycle-and-division,cytokinesis|animal|plant|cells,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0005,content/biology-1/questions/biology-1-cell-cycle-and-division-0005.json,cell-cycle-and-division,sister|chromatid|count|after|replication,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0006,content/biology-1/questions/biology-1-cell-cycle-and-division-0006.json,cell-cycle-and-division,disrupting|mitotic|spindle,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0007,content/biology-1/questions/biology-1-cell-cycle-and-division-0007.json,cell-cycle-and-division,checkpoint|responsibilities,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0008,content/biology-1/questions/biology-1-cell-cycle-and-division-0008.json,cell-cycle-and-division,failure|checkpoint,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0009,content/biology-1/questions/biology-1-cell-cycle-and-division-0009.json,cell-cycle-and-division,cyclin|driven|entry|into|mitosis,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0010,content/biology-1/questions/biology-1-cell-cycle-and-division-0010.json,cell-cycle-and-division,oncogenes|growth|factor|signals,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0011,content/biology-1/questions/biology-1-cell-cycle-and-division-0011.json,cell-cycle-and-division,apoptosis|development,MATCHED
runtime-data,biology-1,question,biology-1-cell-cycle-and-division-0012,content/biology-1/questions/biology-1-cell-cycle-and-division-0012.json,cell-cycle-and-division,loss|p53|cancer,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0001,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0001.json,meiosis-and-sexual-reproduction,homologous|chromosomes|sister|chromatids,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0002,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0002.json,meiosis-and-sexual-reproduction,reductional|equational|divisions,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0003,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0003.json,meiosis-and-sexual-reproduction,crossing|over|recombination,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0004,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0004.json,meiosis-and-sexual-reproduction,independent|assortment|calculation,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0005,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0005.json,meiosis-and-sexual-reproduction,anaphase|chromosome|movements,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0006,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0006.json,meiosis-and-sexual-reproduction,meiosis|versus|mitosis,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0007,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0007.json,meiosis-and-sexual-reproduction,spermatogenesis|versus|oogenesis,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0008,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0008.json,meiosis-and-sexual-reproduction,nondisjunction|down|syndrome,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0009,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0009.json,meiosis-and-sexual-reproduction,turner|syndrome|aneuploidy,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0010,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0010.json,meiosis-and-sexual-reproduction,evolutionary|value|sexual|reproduction,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0011,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0011.json,meiosis-and-sexual-reproduction,when|homologous|pairs|separate,MATCHED
runtime-data,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0012,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0012.json,meiosis-and-sexual-reproduction,prophase|events|unique|meiosis,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0001,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0001.json,mendelian-and-classical-genetics,segregation|monohybrid|genotype|ratio,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0002,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0002.json,mendelian-and-classical-genetics,independent|assortment|dihybrid|ratio,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0003,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0003.json,mendelian-and-classical-genetics,test|cross,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0004,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0004.json,mendelian-and-classical-genetics,incomplete|dominance|snapdragons,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0005,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0005.json,mendelian-and-classical-genetics,codominance|ab|blood|type,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0006,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0006.json,mendelian-and-classical-genetics,multiple|alleles|blood|type|outcomes,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0007,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0007.json,mendelian-and-classical-genetics,linked|inheritance|color|blindness,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0008,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0008.json,mendelian-and-classical-genetics,pedigree|analysis|rare|disorder,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0009,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0009.json,mendelian-and-classical-genetics,sum|rule|exactly|one|affected|child,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0010,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0010.json,mendelian-and-classical-genetics,product|rule|round|green|seeds,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0011,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0011.json,mendelian-and-classical-genetics,epistasis|labrador|fur|color,MATCHED
runtime-data,biology-1,question,biology-1-mendelian-and-classical-genetics-0012,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0012.json,mendelian-and-classical-genetics,polygenic|inheritance|height,MATCHED
runtime-data,biology-1,question,biology-1-molecular-genetics-0001,content/biology-1/questions/biology-1-molecular-genetics-0001.json,molecular-genetics,central|dogma|flow,MATCHED
runtime-data,biology-1,question,biology-1-molecular-genetics-0002,content/biology-1/questions/biology-1-molecular-genetics-0002.json,molecular-genetics,role|promoter,MATCHED
