manifest,subject,content_type,item_id,file_path,lesson,tags,status
current-content,biology-1,question,biology-1-membranes-and-transport-0005,content/biology-1/questions/biology-1-membranes-and-transport-0005.json,membranes-and-transport,selective|permeability|simple|diffusion,MATCHED
current-content,biology-1,question,biology-1-membranes-and-transport-0006,content/biology-1/questions/biology-1-membranes-and-transport-0006.json,membranes-and-transport,osmosis|tonicity,MATCHED
current-content,biology-1,question,biology-1-membranes-and-transport-0007,content/biology-1/questions/biology-1-membranes-and-transport-0007.json,membranes-and-transport,facilitated|diffusion|saturation,MATCHED
current-content,biology-1,question,biology-1-membranes-and-transport-0008,content/biology-1/questions/biology-1-membranes-and-transport-0008.json,membranes-and-transport,sodium|potassium|pump,MATCHED
current-content,biology-1,question,biology-1-membranes-and-transport-0009,content/biology-1/questions/biology-1-membranes-and-transport-0009.json,membranes-and-transport,cotransport|glucose,MATCHED
current-content,biology-1,question,biology-1-membranes-and-transport-0010,content/biology-1/questions/biology-1-membranes-and-transport-0010.json,membranes-and-transport,exocytosis|large|proteins,MATCHED
current-content,biology-1,question,biology-1-membranes-and-transport-0011,content/biology-1/questions/biology-1-membranes-and-transport-0011.json,membranes-and-transport,membrane|fluidity|cholesterol,MATCHED
current-content,biology-1,question,biology-1-membranes-and-transport-0012,content/biology-1/questions/biology-1-membranes-and-transport-0012.json,membranes-and-transport,phagocytosis|bacteria,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0001,content/biology-1/questions/biology-1-cell-signaling-and-communication-0001.json,cell-signaling-and-communication,first|law|thermodynamics,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0002,content/biology-1/questions/biology-1-cell-signaling-and-communication-0002.json,cell-signaling-and-communication,free|energy|spontaneity,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0003,content/biology-1/questions/biology-1-cell-signaling-and-communication-0003.json,cell-signaling-and-communication,atp|structure|hydrolysis,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0004,content/biology-1/questions/biology-1-cell-signaling-and-communication-0004.json,cell-signaling-and-communication,energy|coupling|atp,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0005,content/biology-1/questions/biology-1-cell-signaling-and-communication-0005.json,cell-signaling-and-communication,activation|energy|transition|state,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0006,content/biology-1/questions/biology-1-cell-signaling-and-communication-0006.json,cell-signaling-and-communication,how|enzymes|speed|reactions,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0007,content/biology-1/questions/biology-1-cell-signaling-and-communication-0007.json,cell-signaling-and-communication,temperature|enzyme|activity,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0008,content/biology-1/questions/biology-1-cell-signaling-and-communication-0008.json,cell-signaling-and-communication,substrate|concentration|saturation,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0009,content/biology-1/questions/biology-1-cell-signaling-and-communication-0009.json,cell-signaling-and-communication,competitive|inhibition,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0010,content/biology-1/questions/biology-1-cell-signaling-and-communication-0010.json,cell-signaling-and-communication,noncompetitive|inhibition,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0011,content/biology-1/questions/biology-1-cell-signaling-and-communication-0011.json,cell-signaling-and-communication,allosteric|regulation|feedback|inhibition,MATCHED
current-content,biology-1,question,biology-1-cell-signaling-and-communication-0012,content/biology-1/questions/biology-1-cell-signaling-and-communication-0012.json,cell-signaling-and-communication,ph|enzyme|activity,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0001,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0001.json,energy-and-metabolism-basics,redox|roles|glucose|oxygen,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0002,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0002.json,energy-and-metabolism-basics,why|glycolysis|runs|without|mitochondria,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0003,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0003.json,energy-and-metabolism-basics,net|yield|glycolysis,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0004,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0004.json,energy-and-metabolism-basics,pyruvate|oxidation|location|products,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0005,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0005.json,energy-and-metabolism-basics,first|release|carbon|dioxide,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0006,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0006.json,energy-and-metabolism-basics,krebs|cycle|yield|per|glucose,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0007,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0007.json,energy-and-metabolism-basics,electron|transport|chain|proton|pumping,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0008,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0008.json,energy-and-metabolism-basics,chemiosmosis|atp|synthase,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0009,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0009.json,energy-and-metabolism-basics,role|oxygen,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0010,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0010.json,energy-and-metabolism-basics,total|atp|yield|per|glucose,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0011,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0011.json,energy-and-metabolism-basics,lactic|acid|fermentation,MATCHED
current-content,biology-1,question,biology-1-energy-and-metabolism-basics-0012,content/biology-1/questions/biology-1-energy-and-metabolism-basics-0012.json,energy-and-metabolism-basics,alcohol|fermentation,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0001,content/biology-1/questions/biology-1-cellular-respiration-0001.json,cellular-respiration,absorption|action|spectra,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0002,content/biology-1/questions/biology-1-cellular-respiration-0002.json,cellular-respiration,accessory|pigments|photoprotection,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0003,content/biology-1/questions/biology-1-cellular-respiration-0003.json,cellular-respiration,light|strikes|photosystem,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0004,content/biology-1/questions/biology-1-cellular-respiration-0004.json,cellular-respiration,source|oxygen|released,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0005,content/biology-1/questions/biology-1-cellular-respiration-0005.json,cellular-respiration,electron|transport|between|photosystems,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0006,content/biology-1/questions/biology-1-cellular-respiration-0006.json,cellular-respiration,photosystem|nadph,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0007,content/biology-1/questions/biology-1-cellular-respiration-0007.json,cellular-respiration,chemiosmosis|atp|synthase,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0008,content/biology-1/questions/biology-1-cellular-respiration-0008.json,cellular-respiration,calvin|cycle|inputs|output,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0009,content/biology-1/questions/biology-1-cellular-respiration-0009.json,cellular-respiration,carbon|fixation|by|rubisco,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0010,content/biology-1/questions/biology-1-cellular-respiration-0010.json,cellular-respiration,photorespiration|c3|plants,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0011,content/biology-1/questions/biology-1-cellular-respiration-0011.json,cellular-respiration,c4|versus|cam|strategies,MATCHED
current-content,biology-1,question,biology-1-cellular-respiration-0012,content/biology-1/questions/biology-1-cellular-respiration-0012.json,cellular-respiration,limiting|factors|greenhouse,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0001,content/biology-1/questions/biology-1-photosynthesis-0001.json,photosynthesis,direct|contact|signaling|endocrine,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0002,content/biology-1/questions/biology-1-photosynthesis-0002.json,photosynthesis,three|stages|cell|signaling,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0003,content/biology-1/questions/biology-1-photosynthesis-0003.json,photosynthesis,protein|activation|after|gpcr|binds|its|ligand,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0004,content/biology-1/questions/biology-1-photosynthesis-0004.json,photosynthesis,how|receptor|tyrosine|kinase|starts|cascade,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0005,content/biology-1/questions/biology-1-photosynthesis-0005.json,photosynthesis,kinases|phosphatases|phosphorylation|cascade,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0006,content/biology-1/questions/biology-1-photosynthesis-0006.json,photosynthesis,adenylyl|cyclase|cyclic|amp,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0007,content/biology-1/questions/biology-1-photosynthesis-0007.json,photosynthesis,ip3|dag|phospholipase,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0008,content/biology-1/questions/biology-1-photosynthesis-0008.json,photosynthesis,why|one|signal|molecule|produces|huge|effect,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0009,content/biology-1/questions/biology-1-photosynthesis-0009.json,photosynthesis,mechanisms|signal|termination,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0010,content/biology-1/questions/biology-1-photosynthesis-0010.json,photosynthesis,apoptosis|tadpole|tail|resorption,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0011,content/biology-1/questions/biology-1-photosynthesis-0011.json,photosynthesis,intracellular|receptors|steroid|hormones,MATCHED
current-content,biology-1,question,biology-1-photosynthesis-0012,content/biology-1/questions/biology-1-photosynthesis-0012.json,photosynthesis,ligand|gated|ion|channels|at|synapse,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0001,content/biology-1/questions/biology-1-cell-cycle-and-division-0001.json,cell-cycle-and-division,dna|replication|phase,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0002,content/biology-1/questions/biology-1-cell-cycle-and-division-0002.json,cell-cycle-and-division,order|mitosis|stages,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0003,content/biology-1/questions/biology-1-cell-cycle-and-division-0003.json,cell-cycle-and-division,anaphase|identification,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0004,content/biology-1/questions/biology-1-cell-cycle-and-division-0004.json,cell-cycle-and-division,cytokinesis|animal|plant|cells,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0005,content/biology-1/questions/biology-1-cell-cycle-and-division-0005.json,cell-cycle-and-division,sister|chromatid|count|after|replication,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0006,content/biology-1/questions/biology-1-cell-cycle-and-division-0006.json,cell-cycle-and-division,disrupting|mitotic|spindle,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0007,content/biology-1/questions/biology-1-cell-cycle-and-division-0007.json,cell-cycle-and-division,checkpoint|responsibilities,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0008,content/biology-1/questions/biology-1-cell-cycle-and-division-0008.json,cell-cycle-and-division,failure|checkpoint,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0009,content/biology-1/questions/biology-1-cell-cycle-and-division-0009.json,cell-cycle-and-division,cyclin|driven|entry|into|mitosis,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0010,content/biology-1/questions/biology-1-cell-cycle-and-division-0010.json,cell-cycle-and-division,oncogenes|growth|factor|signals,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0011,content/biology-1/questions/biology-1-cell-cycle-and-division-0011.json,cell-cycle-and-division,apoptosis|development,MATCHED
current-content,biology-1,question,biology-1-cell-cycle-and-division-0012,content/biology-1/questions/biology-1-cell-cycle-and-division-0012.json,cell-cycle-and-division,loss|p53|cancer,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0001,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0001.json,meiosis-and-sexual-reproduction,homologous|chromosomes|sister|chromatids,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0002,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0002.json,meiosis-and-sexual-reproduction,reductional|equational|divisions,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0003,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0003.json,meiosis-and-sexual-reproduction,crossing|over|recombination,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0004,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0004.json,meiosis-and-sexual-reproduction,independent|assortment|calculation,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0005,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0005.json,meiosis-and-sexual-reproduction,anaphase|chromosome|movements,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0006,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0006.json,meiosis-and-sexual-reproduction,meiosis|versus|mitosis,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0007,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0007.json,meiosis-and-sexual-reproduction,spermatogenesis|versus|oogenesis,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0008,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0008.json,meiosis-and-sexual-reproduction,nondisjunction|down|syndrome,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0009,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0009.json,meiosis-and-sexual-reproduction,turner|syndrome|aneuploidy,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0010,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0010.json,meiosis-and-sexual-reproduction,evolutionary|value|sexual|reproduction,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0011,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0011.json,meiosis-and-sexual-reproduction,when|homologous|pairs|separate,MATCHED
current-content,biology-1,question,biology-1-meiosis-and-sexual-reproduction-0012,content/biology-1/questions/biology-1-meiosis-and-sexual-reproduction-0012.json,meiosis-and-sexual-reproduction,prophase|events|unique|meiosis,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0001,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0001.json,mendelian-and-classical-genetics,segregation|monohybrid|genotype|ratio,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0002,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0002.json,mendelian-and-classical-genetics,independent|assortment|dihybrid|ratio,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0003,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0003.json,mendelian-and-classical-genetics,test|cross,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0004,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0004.json,mendelian-and-classical-genetics,incomplete|dominance|snapdragons,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0005,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0005.json,mendelian-and-classical-genetics,codominance|ab|blood|type,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0006,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0006.json,mendelian-and-classical-genetics,multiple|alleles|blood|type|outcomes,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0007,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0007.json,mendelian-and-classical-genetics,linked|inheritance|color|blindness,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0008,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0008.json,mendelian-and-classical-genetics,pedigree|analysis|rare|disorder,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0009,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0009.json,mendelian-and-classical-genetics,sum|rule|exactly|one|affected|child,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0010,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0010.json,mendelian-and-classical-genetics,product|rule|round|green|seeds,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0011,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0011.json,mendelian-and-classical-genetics,epistasis|labrador|fur|color,MATCHED
current-content,biology-1,question,biology-1-mendelian-and-classical-genetics-0012,content/biology-1/questions/biology-1-mendelian-and-classical-genetics-0012.json,mendelian-and-classical-genetics,polygenic|inheritance|height,MATCHED
current-content,biology-1,question,biology-1-molecular-genetics-0001,content/biology-1/questions/biology-1-molecular-genetics-0001.json,molecular-genetics,central|dogma|flow,MATCHED
current-content,biology-1,question,biology-1-molecular-genetics-0002,content/biology-1/questions/biology-1-molecular-genetics-0002.json,molecular-genetics,role|promoter,MATCHED
current-content,biology-1,question,biology-1-molecular-genetics-0003,content/biology-1/questions/biology-1-molecular-genetics-0003.json,molecular-genetics,messenger|rna|processing|events,MATCHED
current-content,biology-1,question,biology-1-molecular-genetics-0004,content/biology-1/questions/biology-1-molecular-genetics-0004.json,molecular-genetics,codons|reading|frame,MATCHED
current-content,biology-1,question,biology-1-molecular-genetics-0005,content/biology-1/questions/biology-1-molecular-genetics-0005.json,molecular-genetics,role|trna|translation,MATCHED
current-content,biology-1,question,biology-1-molecular-genetics-0006,content/biology-1/questions/biology-1-molecular-genetics-0006.json,molecular-genetics,frameshift|mutation|consequences,MATCHED
